SKU_ID,Product,Product_Family,Concept_Type,Purpose,Customer_Job,Target_Segment,Trend_Signal,Strategy_Fit,AM_Advantage,Customer_Inputs,Parametric_Variables,Max_L_mm,Max_W_mm,Max_H_mm,Primary_Material,Supports,Difficulty,Offer_Mode,Digital_Price_Band_EUR,Printed_Price_Band_EUR,Risk_Score,Risk_or_Limit,Opportunity_Score,Launch_Wave,Source_IDs,Design_Status,Next_Gate,Notes,Trend_Source_Strength_0_30,Trend_Signal_Magnitude_0_30,Trend_MetriMade_Fit_0_25,Trend_Whitespace_0_15,Trend_Score_0_100,Trend_Score_Basis,Trend_Score_Status,Preflight_Archetype,Critical_Interface,Evidence_Route,Manufacturing_Baseline,Verification_Plan,REQ,CTX,PAR,INT,CPL,MOT,GEO,PHY,MAT,EXT,VER,PC_0_100,Complexity,R_Scope,R_Requirements,R_Critical_Interfaces,R_Manufacturing_Profile,R_Verification,Readiness,Readiness_Basis,Criticality,Current_Lane,Target_Lane_After_Evidence,Confidence,Design_Release,Hard_Gates,Preflight_Short,Preflight_Status,Assessed_On,Assessment_Version
SKU-226,Address-label and sticker-roll dock,Pen-pal and correspondence organization,New,Park non-adhesive-backed label rolls and sticker sheets beside a correspondence station.,Park non-adhesive-backed label rolls and sticker sheets beside a correspondence station.,"Adult stationery buyers, journalers and pen-pal communities","Pinterest Predicts 2026 reports cute stamps +105%, pen-pal ideas +90% and snail-mail gifts +110%; Etsy also reports an analog journaling and keepsake revival.",Core — personalized analog-ritual organization with a compact premium desk presence,"A small coordinated module family adapts count, spacing and labels to a defined collection while reusing one interface system.",Paper and envelope formats; stamp or card formats; category count; desk footprint; optional names or labels,slot width; slot count; paper angle; finger relief; label field; base depth; motif,180,120,90,PLA or PETG,None,Moderate,Digital first; printed after fulfillment qualification,9-17,28-58,1,"Adult paper and stationery organization only; no postal-accuracy, archival-preservation, fire, security or child-use claim.",92,Research batch 3,S36; S01; S32,P0 research backlog,Verify the declared stationery formats with blank samples and print one slot/label coupon before the complete organizer.,"metriMade candidate only; trend, price and demand remain hypotheses until German marketplace and customer validation.",28,27,24,11,90,Primary-source strength + signal magnitude + metriMade strategy fit + nonduplicate portfolio whitespace; components are directional planning judgments.,DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND,MODULAR,"Defined paper, envelope, stamp or stationery formats and a freestanding desk footprint",E2 route: published paper-format nominal dimensions plus customer control measurement for nonstandard stationery.,"Candidate baseline: common 220 x 220 x 250 mm FFF envelope, PLA or PETG, support-free orientation; exact printer, filament product/color/batch, nozzle and process JSON remain UNKNOWN.","Paper-format fit, one-hand access, edge-snag, tip/rocking and label-legibility tests using blank stationery.",2,1,2,2,2,0,1,1,1,0,2,34.25,C2,R2,R2,R2,R2,R2,R2,"Purpose, exclusions, envelope, measurable inputs, critical-interface route, candidate process envelope and test method are specified; exact customer variant and complete process evidence remain open.",K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,STRUCTURED RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2026-08-31,1.0
SKU-227,Wax-seal stamp cool-storage stand,Pen-pal and correspondence organization,New,"Store clean, cool wax-seal stamp handles upright by motif when they are not in use.","Store clean, cool wax-seal stamp handles upright by motif when they are not in use.","Adult stationery buyers, journalers and pen-pal communities","Pinterest Predicts 2026 reports cute stamps +105%, pen-pal ideas +90% and snail-mail gifts +110%; Etsy also reports an analog journaling and keepsake revival.",Core — personalized analog-ritual organization with a compact premium desk presence,Measured envelope and item dimensions become a one-off exact-fit insert that mass products cannot economically match.,Paper and envelope formats; stamp or card formats; category count; desk footprint; optional names or labels,slot width; slot count; paper angle; finger relief; label field; base depth; motif,160,90,80,PLA or PETG,None,Moderate,Digital first; printed after fulfillment qualification,8-16,24-52,1,"Adult paper and stationery organization only; no postal-accuracy, archival-preservation, fire, security or child-use claim.",91,Research batch 3,S36; S01; S32,P0 research backlog,Verify the declared stationery formats with blank samples and print one slot/label coupon before the complete organizer.,"metriMade candidate only; trend, price and demand remain hypotheses until German marketplace and customer validation.",28,27,24,10,89,Primary-source strength + signal magnitude + metriMade strategy fit + nonduplicate portfolio whitespace; components are directional planning judgments.,DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND,EXACT_FIT,"Defined paper, envelope, stamp or stationery formats and a freestanding desk footprint",E2 route: published paper-format nominal dimensions plus customer control measurement for nonstandard stationery.,"Candidate baseline: common 220 x 220 x 250 mm FFF envelope, PLA or PETG, support-free orientation; exact printer, filament product/color/batch, nozzle and process JSON remain UNKNOWN.","Paper-format fit, one-hand access, edge-snag, tip/rocking and label-legibility tests using blank stationery.",2,2,1,2,1,0,1,1,1,0,2,30.5,C2,R2,R2,R2,R2,R2,R2,"Purpose, exclusions, envelope, measurable inputs, critical-interface route, candidate process envelope and test method are specified; exact customer variant and complete process evidence remain open.",K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,STRUCTURED RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2026-08-31,1.0
SKU-228,Pen-pal gift-enclosure sorting tray,Pen-pal and correspondence organization,New,"Stage flat stickers, blank cards and lightweight enclosures by recipient before packing a letter.","Stage flat stickers, blank cards and lightweight enclosures by recipient before packing a letter.","Adult stationery buyers, journalers and pen-pal communities","Pinterest Predicts 2026 reports cute stamps +105%, pen-pal ideas +90% and snail-mail gifts +110%; Etsy also reports an analog journaling and keepsake revival.",Core — personalized analog-ritual organization with a compact premium desk presence,"A small coordinated module family adapts count, spacing and labels to a defined collection while reusing one interface system.",Paper and envelope formats; stamp or card formats; category count; desk footprint; optional names or labels,slot width; slot count; paper angle; finger relief; label field; base depth; motif,200,150,35,PLA or PETG,None,Moderate,Digital first; printed after fulfillment qualification,9-17,28-58,1,"Adult paper and stationery organization only; no postal-accuracy, archival-preservation, fire, security or child-use claim.",93,Research batch 3,S36; S01; S32,P0 research backlog,Verify the declared stationery formats with blank samples and print one slot/label coupon before the complete organizer.,"metriMade candidate only; trend, price and demand remain hypotheses until German marketplace and customer validation.",28,27,24,12,91,Primary-source strength + signal magnitude + metriMade strategy fit + nonduplicate portfolio whitespace; components are directional planning judgments.,DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND,MODULAR,"Defined paper, envelope, stamp or stationery formats and a freestanding desk footprint",E2 route: published paper-format nominal dimensions plus customer control measurement for nonstandard stationery.,"Candidate baseline: common 220 x 220 x 250 mm FFF envelope, PLA or PETG, support-free orientation; exact printer, filament product/color/batch, nozzle and process JSON remain UNKNOWN.","Paper-format fit, one-hand access, edge-snag, tip/rocking and label-legibility tests using blank stationery.",2,1,2,2,2,0,1,1,1,0,2,34.25,C2,R2,R2,R2,R2,R2,R2,"Purpose, exclusions, envelope, measurable inputs, critical-interface route, candidate process envelope and test method are specified; exact customer variant and complete process evidence remain open.",K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,STRUCTURED RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2026-08-31,1.0
SKU-229,Postcard-writing angle stand,Pen-pal and correspondence organization,New,Hold one postcard at a chosen low writing/viewing angle with a separate capped-pen rest.,Hold one postcard at a chosen low writing/viewing angle with a separate capped-pen rest.,"Adult stationery buyers, journalers and pen-pal communities","Pinterest Predicts 2026 reports cute stamps +105%, pen-pal ideas +90% and snail-mail gifts +110%; Etsy also reports an analog journaling and keepsake revival.",Core — personalized analog-ritual organization with a compact premium desk presence,"Object footprint, viewing angle, label and visual motif can be personalized in a compact premium display without tooling.",Paper and envelope formats; stamp or card formats; category count; desk footprint; optional names or labels,slot width; slot count; paper angle; finger relief; label field; base depth; motif,180,120,90,PLA or PETG,None,Easy,Digital first; printed after fulfillment qualification,7-15,22-49,1,"Adult paper and stationery organization only; no postal-accuracy, archival-preservation, fire, security or child-use claim.",91,Research batch 3,S36; S01; S32,P0 research backlog,Verify the declared stationery formats with blank samples and print one slot/label coupon before the complete organizer.,"metriMade candidate only; trend, price and demand remain hypotheses until German marketplace and customer validation.",28,27,24,10,89,Primary-source strength + signal magnitude + metriMade strategy fit + nonduplicate portfolio whitespace; components are directional planning judgments.,DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND,DISPLAY,"Defined paper, envelope, stamp or stationery formats and a freestanding desk footprint",E2 route: published paper-format nominal dimensions plus customer control measurement for nonstandard stationery.,"Candidate baseline: common 220 x 220 x 250 mm FFF envelope, PLA or PETG, support-free orientation; exact printer, filament product/color/batch, nozzle and process JSON remain UNKNOWN.","Paper-format fit, one-hand access, edge-snag, tip/rocking and label-legibility tests using blank stationery.",2,2,1,1,1,0,2,1,1,0,2,27.25,C2,R2,R2,R2,R2,R2,R2,"Purpose, exclusions, envelope, measurable inputs, critical-interface route, candidate process envelope and test method are specified; exact customer variant and complete process evidence remain open.",K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,STRUCTURED RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2026-08-31,1.0
SKU-230,Snail-mail outgoing date queue,Pen-pal and correspondence organization,New,Arrange completed letters by planned posting date using removable personalized dividers.,Arrange completed letters by planned posting date using removable personalized dividers.,"Adult stationery buyers, journalers and pen-pal communities","Pinterest Predicts 2026 reports cute stamps +105%, pen-pal ideas +90% and snail-mail gifts +110%; Etsy also reports an analog journaling and keepsake revival.",Core — personalized analog-ritual organization with a compact premium desk presence,"A small coordinated module family adapts count, spacing and labels to a defined collection while reusing one interface system.",Paper and envelope formats; stamp or card formats; category count; desk footprint; optional names or labels,slot width; slot count; paper angle; finger relief; label field; base depth; motif,220,120,150,PLA or PETG,None,Moderate,Digital first; printed after fulfillment qualification,9-17,28-58,1,"Adult paper and stationery organization only; no postal-accuracy, archival-preservation, fire, security or child-use claim.",94,Research batch 3,S36; S01; S32,P0 research backlog,Verify the declared stationery formats with blank samples and print one slot/label coupon before the complete organizer.,"metriMade candidate only; trend, price and demand remain hypotheses until German marketplace and customer validation.",28,27,24,13,92,Primary-source strength + signal magnitude + metriMade strategy fit + nonduplicate portfolio whitespace; components are directional planning judgments.,DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND,MODULAR,"Defined paper, envelope, stamp or stationery formats and a freestanding desk footprint",E2 route: published paper-format nominal dimensions plus customer control measurement for nonstandard stationery.,"Candidate baseline: common 220 x 220 x 250 mm FFF envelope, PLA or PETG, support-free orientation; exact printer, filament product/color/batch, nozzle and process JSON remain UNKNOWN.","Paper-format fit, one-hand access, edge-snag, tip/rocking and label-legibility tests using blank stationery.",2,1,2,2,2,0,1,1,1,0,2,34.25,C2,R2,R2,R2,R2,R2,R2,"Purpose, exclusions, envelope, measurable inputs, critical-interface route, candidate process envelope and test method are specified; exact customer variant and complete process evidence remain open.",K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,STRUCTURED RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2026-08-31,1.0
SKU-231,Fountain-pen and notebook desk bridge,Journaling and writing rituals,New,Keep one closed notebook and a small set of capped pens together in a sculptural desk bridge.,Keep one closed notebook and a small set of capped pens together in a sculptural desk bridge.,"Adult journalers, readers, writers and fountain-pen users",Pinterest Predicts 2026 reports poet aesthetic +175% and poet core +75%; Etsy reports traveler-journal searches doubled and memory journals +189%.,Core — personalized functional desk decor for tactile writing and memory rituals,"Object footprint, viewing angle, label and visual motif can be personalized in a compact premium display without tooling.","Notebook, card or pen envelope; item count; desk footprint; preferred viewing angle; optional text",slot width; pitch; angle; stop height; label; motif; footprint; divider count,200,120,95,PLA or PETG,None,Easy,Digital first; printed after fulfillment qualification,7-15,22-49,1,"Adult writing and stationery use only; no ergonomic, archival, instrument-protection, ink-containment or child-use claim.",96,Research batch 3,S36; S01; S32,P0 research backlog,Confirm one real item set and print a representative slot/edge coupon before the complete desk object.,"metriMade candidate only; trend, price and demand remain hypotheses until German marketplace and customer validation.",28,30,24,12,94,Primary-source strength + signal magnitude + metriMade strategy fit + nonduplicate portfolio whitespace; components are directional planning judgments.,DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND,DISPLAY,"Defined notebook, card, bookmark or capped-writing-tool envelope",E2 route: customer dimension entry with a scaled top photo or a controlled paper/pen preset and one control dimension.,"Candidate baseline: common 220 x 220 x 250 mm FFF envelope, PLA or PETG, support-free orientation; exact printer, filament product/color/batch, nozzle and process JSON remain UNKNOWN.","Fit, removal, scratch/mark, tip stability, edge comfort and label-legibility checks with inert or capped items.",2,2,1,1,1,0,2,1,1,0,2,27.25,C2,R2,R2,R2,R2,R2,R2,"Purpose, exclusions, envelope, measurable inputs, critical-interface route, candidate process envelope and test method are specified; exact customer variant and complete process evidence remain open.",K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,STRUCTURED RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2026-08-31,1.0
SKU-232,Reading-log card catalog file,Journaling and writing rituals,New,Store reading-log cards by status in a compact open file inspired by a card catalog.,Store reading-log cards by status in a compact open file inspired by a card catalog.,"Adult journalers, readers, writers and fountain-pen users",Pinterest Predicts 2026 reports poet aesthetic +175% and poet core +75%; Etsy reports traveler-journal searches doubled and memory journals +189%.,Core — personalized functional desk decor for tactile writing and memory rituals,"A small coordinated module family adapts count, spacing and labels to a defined collection while reusing one interface system.","Notebook, card or pen envelope; item count; desk footprint; preferred viewing angle; optional text",slot width; pitch; angle; stop height; label; motif; footprint; divider count,180,130,100,PLA or PETG,None,Moderate,Digital first; printed after fulfillment qualification,9-17,28-58,1,"Adult writing and stationery use only; no ergonomic, archival, instrument-protection, ink-containment or child-use claim.",95,Research batch 3,S36; S01; S32,P0 research backlog,Confirm one real item set and print a representative slot/edge coupon before the complete desk object.,"metriMade candidate only; trend, price and demand remain hypotheses until German marketplace and customer validation.",28,30,24,11,93,Primary-source strength + signal magnitude + metriMade strategy fit + nonduplicate portfolio whitespace; components are directional planning judgments.,DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND,MODULAR,"Defined notebook, card, bookmark or capped-writing-tool envelope",E2 route: customer dimension entry with a scaled top photo or a controlled paper/pen preset and one control dimension.,"Candidate baseline: common 220 x 220 x 250 mm FFF envelope, PLA or PETG, support-free orientation; exact printer, filament product/color/batch, nozzle and process JSON remain UNKNOWN.","Fit, removal, scratch/mark, tip stability, edge comfort and label-legibility checks with inert or capped items.",2,1,2,2,2,0,1,1,1,0,2,34.25,C2,R2,R2,R2,R2,R2,R2,"Purpose, exclusions, envelope, measurable inputs, critical-interface route, candidate process envelope and test method are specified; exact customer variant and complete process evidence remain open.",K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,STRUCTURED RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2026-08-31,1.0
SKU-233,Quote-card archive stand,Journaling and writing rituals,New,Organize handwritten quote and prompt cards by theme in a personalized stepped stand.,Organize handwritten quote and prompt cards by theme in a personalized stepped stand.,"Adult journalers, readers, writers and fountain-pen users",Pinterest Predicts 2026 reports poet aesthetic +175% and poet core +75%; Etsy reports traveler-journal searches doubled and memory journals +189%.,Core — personalized functional desk decor for tactile writing and memory rituals,"A small coordinated module family adapts count, spacing and labels to a defined collection while reusing one interface system.","Notebook, card or pen envelope; item count; desk footprint; preferred viewing angle; optional text",slot width; pitch; angle; stop height; label; motif; footprint; divider count,170,110,95,PLA or PETG,None,Moderate,Digital first; printed after fulfillment qualification,9-17,28-58,1,"Adult writing and stationery use only; no ergonomic, archival, instrument-protection, ink-containment or child-use claim.",95,Research batch 3,S36; S01; S32,P0 research backlog,Confirm one real item set and print a representative slot/edge coupon before the complete desk object.,"metriMade candidate only; trend, price and demand remain hypotheses until German marketplace and customer validation.",28,30,24,11,93,Primary-source strength + signal magnitude + metriMade strategy fit + nonduplicate portfolio whitespace; components are directional planning judgments.,DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND,MODULAR,"Defined notebook, card, bookmark or capped-writing-tool envelope",E2 route: customer dimension entry with a scaled top photo or a controlled paper/pen preset and one control dimension.,"Candidate baseline: common 220 x 220 x 250 mm FFF envelope, PLA or PETG, support-free orientation; exact printer, filament product/color/batch, nozzle and process JSON remain UNKNOWN.","Fit, removal, scratch/mark, tip stability, edge comfort and label-legibility checks with inert or capped items.",2,1,2,2,2,0,1,1,1,0,2,34.25,C2,R2,R2,R2,R2,R2,R2,"Purpose, exclusions, envelope, measurable inputs, critical-interface route, candidate process envelope and test method are specified; exact customer variant and complete process evidence remain open.",K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,STRUCTURED RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2026-08-31,1.0
SKU-234,Bookmark rotation stand,Journaling and writing rituals,New,Display current bookmarks while storing a small rotation set upright without bending them.,Display current bookmarks while storing a small rotation set upright without bending them.,"Adult journalers, readers, writers and fountain-pen users",Pinterest Predicts 2026 reports poet aesthetic +175% and poet core +75%; Etsy reports traveler-journal searches doubled and memory journals +189%.,Core — personalized functional desk decor for tactile writing and memory rituals,"Object footprint, viewing angle, label and visual motif can be personalized in a compact premium display without tooling.","Notebook, card or pen envelope; item count; desk footprint; preferred viewing angle; optional text",slot width; pitch; angle; stop height; label; motif; footprint; divider count,150,90,140,PLA or PETG,None,Easy,Digital first; printed after fulfillment qualification,7-15,22-49,1,"Adult writing and stationery use only; no ergonomic, archival, instrument-protection, ink-containment or child-use claim.",94,Research batch 3,S36; S01; S32,P0 research backlog,Confirm one real item set and print a representative slot/edge coupon before the complete desk object.,"metriMade candidate only; trend, price and demand remain hypotheses until German marketplace and customer validation.",28,30,24,10,92,Primary-source strength + signal magnitude + metriMade strategy fit + nonduplicate portfolio whitespace; components are directional planning judgments.,DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND,DISPLAY,"Defined notebook, card, bookmark or capped-writing-tool envelope",E2 route: customer dimension entry with a scaled top photo or a controlled paper/pen preset and one control dimension.,"Candidate baseline: common 220 x 220 x 250 mm FFF envelope, PLA or PETG, support-free orientation; exact printer, filament product/color/batch, nozzle and process JSON remain UNKNOWN.","Fit, removal, scratch/mark, tip stability, edge comfort and label-legibility checks with inert or capped items.",2,2,1,1,1,0,2,1,1,0,2,27.25,C2,R2,R2,R2,R2,R2,R2,"Purpose, exclusions, envelope, measurable inputs, critical-interface route, candidate process envelope and test method are specified; exact customer variant and complete process evidence remain open.",K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,STRUCTURED RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2026-08-31,1.0
SKU-235,Journal-sticker sheet vertical file,Journaling and writing rituals,New,Separate sticker sheets and flat ephemera by journal project in a compact vertical file.,Separate sticker sheets and flat ephemera by journal project in a compact vertical file.,"Adult journalers, readers, writers and fountain-pen users",Pinterest Predicts 2026 reports poet aesthetic +175% and poet core +75%; Etsy reports traveler-journal searches doubled and memory journals +189%.,Core — personalized functional desk decor for tactile writing and memory rituals,Measured envelope and item dimensions become a one-off exact-fit insert that mass products cannot economically match.,"Notebook, card or pen envelope; item count; desk footprint; preferred viewing angle; optional text",slot width; pitch; angle; stop height; label; motif; footprint; divider count,200,100,160,PLA or PETG,None,Moderate,Digital first; printed after fulfillment qualification,8-16,24-52,1,"Adult writing and stationery use only; no ergonomic, archival, instrument-protection, ink-containment or child-use claim.",96,Research batch 3,S36; S01; S32,P0 research backlog,Confirm one real item set and print a representative slot/edge coupon before the complete desk object.,"metriMade candidate only; trend, price and demand remain hypotheses until German marketplace and customer validation.",28,30,24,12,94,Primary-source strength + signal magnitude + metriMade strategy fit + nonduplicate portfolio whitespace; components are directional planning judgments.,DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND,EXACT_FIT,"Defined notebook, card, bookmark or capped-writing-tool envelope",E2 route: customer dimension entry with a scaled top photo or a controlled paper/pen preset and one control dimension.,"Candidate baseline: common 220 x 220 x 250 mm FFF envelope, PLA or PETG, support-free orientation; exact printer, filament product/color/batch, nozzle and process JSON remain UNKNOWN.","Fit, removal, scratch/mark, tip stability, edge comfort and label-legibility checks with inert or capped items.",2,2,1,2,1,0,1,1,1,0,2,30.5,C2,R2,R2,R2,R2,R2,R2,"Purpose, exclusions, envelope, measurable inputs, critical-interface route, candidate process envelope and test method are specified; exact customer variant and complete process evidence remain open.",K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,STRUCTURED RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2026-08-31,1.0
SKU-236,Traveler-notebook template station,Journaling and writing rituals,Variation of SKU-026,"Keep writing guides, blotting cards and insert templates aligned beside a traveler notebook.","Keep writing guides, blotting cards and insert templates aligned beside a traveler notebook.","Adult journalers, readers, writers and fountain-pen users",Pinterest Predicts 2026 reports poet aesthetic +175% and poet core +75%; Etsy reports traveler-journal searches doubled and memory journals +189%.,Core — personalized functional desk decor for tactile writing and memory rituals,Measured envelope and item dimensions become a one-off exact-fit insert that mass products cannot economically match.,"Notebook, card or pen envelope; item count; desk footprint; preferred viewing angle; optional text",slot width; pitch; angle; stop height; label; motif; footprint; divider count,180,120,55,PLA or PETG,None,Moderate,Digital first; printed after fulfillment qualification,8-16,24-52,1,"Adult writing and stationery use only; no ergonomic, archival, instrument-protection, ink-containment or child-use claim.",96,Research batch 3,S36; S01; S32,P0 research backlog,Confirm one real item set and print a representative slot/edge coupon before the complete desk object.,"metriMade candidate only; trend, price and demand remain hypotheses until German marketplace and customer validation.",28,30,24,12,94,Primary-source strength + signal magnitude + metriMade strategy fit + nonduplicate portfolio whitespace; components are directional planning judgments.,DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND,EXACT_FIT,"Defined notebook, card, bookmark or capped-writing-tool envelope",E2 route: customer dimension entry with a scaled top photo or a controlled paper/pen preset and one control dimension.,"Candidate baseline: common 220 x 220 x 250 mm FFF envelope, PLA or PETG, support-free orientation; exact printer, filament product/color/batch, nozzle and process JSON remain UNKNOWN.","Fit, removal, scratch/mark, tip stability, edge comfort and label-legibility checks with inert or capped items.",2,2,1,2,1,0,1,1,1,0,2,30.5,C2,R2,R2,R2,R2,R2,R2,"Purpose, exclusions, envelope, measurable inputs, critical-interface route, candidate process envelope and test method are specified; exact customer variant and complete process evidence remain open.",K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,STRUCTURED RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2026-08-31,1.0
SKU-237,Paper-ephemera sorting fan,Journaling and writing rituals,New,"Sort tickets, labels and paper ephemera into visible angled lanes before journaling.","Sort tickets, labels and paper ephemera into visible angled lanes before journaling.","Adult journalers, readers, writers and fountain-pen users",Pinterest Predicts 2026 reports poet aesthetic +175% and poet core +75%; Etsy reports traveler-journal searches doubled and memory journals +189%.,Core — personalized functional desk decor for tactile writing and memory rituals,"A small coordinated module family adapts count, spacing and labels to a defined collection while reusing one interface system.","Notebook, card or pen envelope; item count; desk footprint; preferred viewing angle; optional text",slot width; pitch; angle; stop height; label; motif; footprint; divider count,190,130,90,PLA or PETG,None,Moderate,Digital first; printed after fulfillment qualification,9-17,28-58,1,"Adult writing and stationery use only; no ergonomic, archival, instrument-protection, ink-containment or child-use claim.",95,Research batch 3,S36; S01; S32,P0 research backlog,Confirm one real item set and print a representative slot/edge coupon before the complete desk object.,"metriMade candidate only; trend, price and demand remain hypotheses until German marketplace and customer validation.",28,30,24,11,93,Primary-source strength + signal magnitude + metriMade strategy fit + nonduplicate portfolio whitespace; components are directional planning judgments.,DIRECTIONAL PLANNING SCORE — NOT VALIDATED DEMAND,MODULAR,"Defined notebook, card, bookmark or capped-writing-tool envelope",E2 route: customer dimension entry with a scaled top photo or a controlled paper/pen preset and one control dimension.,"Candidate baseline: common 220 x 220 x 250 mm FFF envelope, PLA or PETG, support-free orientation; exact printer, filament product/color/batch, nozzle and process JSON remain UNKNOWN.","Fit, removal, scratch/mark, tip stability, edge comfort and label-legibility checks with inert or capped items.",2,1,2,2,2,0,1,1,1,0,2,34.25,C2,R2,R2,R2,R2,R2,R2,"Purpose, exclusions, envelope, measurable inputs, critical-interface route, candidate process envelope and test method are specified; exact customer variant and complete process evidence remain open.",K1,E,B,LOW_UNKNOWN,CONCEPT_ONLY,G0 PASS; G1 PASS; G2 WARN; G3 FAIL; G4 PASS; G5 PASS; G6 PASS,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,STRUCTURED RESEARCH PREFLIGHT R2 — NOT PRODUCT RELEASE APPROVAL,2026-08-31,1.0
